;id;price;area;rooms
427;428;3808;136;4
428;429;3936;123;3
429;430;6020;215;5
430;431;1155;35;1
431;432;4725;175;7
432;433;6216;222;6
433;434;6825;273;7
434;435;1000;40;1
435;436;4500;180;6
436;437;1508;52;2
437;438;812;28;1
438;439;1566;58;2
439;440;3640;130;5
440;441;675;25;1
441;442;5984;176;4
442;443;7714;266;7
443;444;1680;56;2
444;445;5488;196;7
445;446;4472;172;4
446;447;4080;136;4
447;448;5580;180;6
448;449;5945;205;5
449;450;8729;301;7
450;451;2900;116;4
451;452;3780;140;5
452;453;2046;66;2
453;454;2610;87;3
454;455;3720;120;4
455;456;1736;62;2
456;457;2754;81;3
457;458;5208;186;6
458;459;4386;129;3
459;460;957;29;1
460;461;1836;54;2
461;462;3584;112;4
462;463;1224;36;1
463;464;6336;198;6
464;465;2312;68;2
465;466;910;35;1
466;467;675;25;1
467;468;1624;56;2
468;469;5320;190;5
469;470;2624;82;2
470;471;1980;60;2
471;472;810;27;1
472;473;6820;220;5
473;474;2511;81;3
474;475;7134;246;6
475;476;6188;182;7
476;477;5270;170;5
477;478;6150;246;6
478;479;3584;112;4
479;480;8526;294;7
480;481;5220;174;6
481;482;6480;216;6
482;483;2560;80;2
483;484;6944;224;7
484;485;2788;82;2
485;486;3936;123;3
486;487;6825;273;7
487;488;990;30;1
488;489;7448;266;7
489;490;4350;145;5
490;491;6084;234;6
491;492;3400;136;4
492;493;2408;86;2
493;494;4320;160;4
494;495;5304;156;4
495;496;5720;220;5
496;497;2436;87;3
497;498;3813;123;3
498;499;3672;108;3
499;500;4836;156;6
500;501;8729;301;7
501;502;3567;123;3
502;503;5278;182;7
503;504;1088;32;1
504;505;4576;176;4
505;506;5075;175;5
506;507;5075;203;7
507;508;4640;145;5
508;509;1976;76;2
509;510;5394;174;6
510;511;1508;58;2
511;512;8778;266;7
512;513;7722;234;6
513;514;2496;78;2
514;515;2550;102;3
515;516;2340;90;3
516;517;2016;72;2
517;518;1456;52;2
518;519;3900;150;6
519;520;5160;172;4
520;521;5220;174;6
521;522;783;27;1
522;523;7068;228;6
523;524;3500;140;4
524;525;6800;200;5
525;526;7200;240;6
526;527;4368;156;4
527;528;2940;105;3
528;529;5304;156;4
529;530;2871;87;3
530;531;1550;62;2
531;532;3364;116;4
532;533;5684;203;7
533;534;992;31;1
534;535;2688;84;2
535;536;7104;222;6
536;537;900;30;1
537;538;3640;130;5
538;539;7511;259;7
539;540;8316;252;6
540;541;4640;160;4
541;542;2294;74;2
542;543;4760;140;4
543;544;6480;240;6
544;545;3672;108;3
545;546;1512;56;2
546;547;4224;132;4
547;548;4080;120;4
548;549;7854;231;7
549;550;3625;125;5
550;551;2418;78;2
551;552;5460;210;5
552;553;5670;210;5
553;554;7310;215;5
554;555;1904;68;2
555;556;6000;240;6
556;557;4524;156;6
557;558;840;28;1
558;559;1216;38;1
559;560;775;25;1
560;561;5684;203;7
561;562;5460;210;6
562;563;5096;182;7
563;564;4592;164;4
564;565;3944;116;4
565;566;650;25;1
566;567;1404;52;2
567;568;1800;60;2
568;569;6076;196;7
569;570;4760;140;4
570;571;4810;185;5
571;572;1190;35;1
572;573;2178;66;2
573;574;700;28;1
574;575;6020;215;5
575;576;6804;252;7
576;577;3770;145;5
577;578;4375;175;5
578;579;3612;129;3
579;580;4988;172;4
580;581;5332;172;4
581;582;3000;120;4
582;583;783;27;1
583;584;5940;198;6
584;585;4158;126;3
585;586;5115;155;5
586;587;6642;246;6
587;588;3330;111;3
588;589;899;31;1
589;590;5125;205;5
590;591;4250;170;5
591;592;650;25;1
592;593;7260;220;5
593;594;5460;210;6
594;595;2850;114;3
595;596;6528;204;6
596;597;1400;50;2
597;598;9758;287;7
598;599;5440;160;5
599;600;7616;224;7
600;601;957;29;1
601;602;1728;64;2
602;603;5278;203;7
603;604;960;32;1
604;605;4930;145;5
605;606;899;29;1
606;607;1566;58;2
607;608;4292;148;4
608;609;4060;140;5
609;610;7938;294;7
610;611;4950;150;5
611;612;999;37;1
612;613;5425;175;5
613;614;5568;174;6
614;615;8610;287;7
615;616;5460;210;5
616;617;4800;150;6
617;618;2436;84;3
618;619;8772;258;6
619;620;1950;78;2
620;621;6699;203;7
621;622;3000;120;3
622;623;800;32;1
623;624;2592;96;3
624;625;1944;72;2
625;626;3828;132;4
626;627;2250;90;3
627;628;7548;222;6
628;629;5100;150;6
629;630;3393;117;3
630;631;7938;294;7
631;632;2958;87;3
632;633;675;25;1
633;634;2442;74;2
634;635;1116;36;1
635;636;5220;174;6
636;637;5330;205;5
637;638;891;27;1
638;639;725;25;1
639;640;6264;216;6
640;641;3672;108;4
641;642;8316;308;7
642;643;2772;84;2
643;644;8036;287;7
644;645;7378;217;7
645;646;4368;156;4
646;647;4736;148;4
647;648;4340;155;5
648;649;4368;156;4
649;650;4352;128;4
650;651;3625;145;5
651;652;780;30;1
652;653;2912;112;4
653;654;1250;50;2
654;655;5580;180;5
655;656;6240;240;6
656;657;2296;82;2
657;658;2356;76;2
658;659;8064;252;6
659;660;6272;196;7
660;661;3120;120;3
661;662;4785;165;5
662;663;4785;145;5
663;664;8729;301;7
664;665;5208;186;6
665;666;1300;50;2
666;667;7644;273;7
667;668;3354;129;3
668;669;3808;112;4
669;670;2700;90;3
670;671;3840;128;4
671;672;4640;160;4
672;673;2310;70;2
673;674;4212;156;6
674;675;2112;64;2
675;676;7998;258;6
676;677;5481;203;7
677;678;4264;164;4
678;679;5760;180;6
679;680;5508;204;6
680;681;2268;84;2
681;682;2016;72;2
682;683;4810;185;5
683;684;840;28;1
684;685;7560;280;7
685;686;6650;266;7
686;687;1875;75;3
687;688;1178;38;1
688;689;3720;124;4
689;690;5425;175;5
690;691;1922;62;2
691;692;7938;294;7
692;693;3536;104;4
693;694;1728;54;2
694;695;3069;99;3
695;696;6048;224;7
696;697;896;28;1
697;698;2240;70;2
698;699;2322;86;2
699;700;6090;210;5
700;701;1053;39;1
701;702;858;33;1
702;703;2349;87;3
703;704;3159;117;3
704;705;3500;125;5
705;706;1512;56;2
706;707;4480;160;4
707;708;5096;196;7
708;709;2304;72;2
709;710;1155;35;1
710;711;4030;130;5
711;712;2494;86;2
712;713;4375;175;5
713;714;6120;204;6
714;715;2516;74;2
715;716;3480;116;4
716;717;3400;100;4
717;718;7920;264;6
718;719;3780;135;5
719;720;4224;128;4
720;721;4480;140;5
721;722;1620;54;2
722;723;1188;36;1
723;724;7616;224;7
724;725;775;31;1
725;726;2752;86;2
726;727;4092;132;4
727;728;3875;155;5
728;729;5394;186;6
729;730;10234;301;7
730;731;4185;155;5
731;732;1500;60;2
732;733;7310;215;5
733;734;6396;246;6
734;735;1110;37;1
735;736;2871;99;3
736;737;8120;280;7
737;738;5400;180;6
738;739;4350;145;5
739;740;3570;105;3
740;741;3024;108;4
741;742;3016;116;4
742;743;4760;170;5
743;744;3920;140;4
744;745;975;39;1
745;746;1260;42;1
746;747;1950;78;2
747;748;8514;258;6
748;749;3960;132;4
749;750;6820;220;5
750;751;3441;111;3
751;752;4940;190;5
752;753;868;28;1
753;754;1036;37;1
754;755;3600;120;4
755;756;4205;145;5
756;757;9184;287;7
757;758;3627;117;3
758;759;4356;132;3
759;760;7161;217;7
760;761;3078;114;3
761;762;3780;140;4
762;763;3875;155;5
763;764;7956;234;6
764;765;3915;145;5
765;766;3534;114;3
766;767;5780;170;5
767;768;2610;90;3
768;769;4125;125;5
769;770;2325;93;3
770;771;2304;72;2
771;772;5376;168;4
772;773;6048;224;7
773;774;8568;252;6
774;775;3741;129;3
775;776;2268;81;3
776;777;2204;76;2
777;778;4704;168;6
778;779;8316;252;7
779;780;4250;125;5
780;781;2000;80;2
781;782;7350;294;7
782;783;5376;168;6
783;784;5200;200;5
784;785;8729;301;7
785;786;783;29;1
786;787;3968;128;4
787;788;3915;145;5
788;789;9702;294;7
789;790;8323;287;7
790;791;3360;120;4
791;792;840;28;1
792;793;2790;93;3
793;794;5270;170;5
794;795;4356;132;3
795;796;5120;160;5
796;797;4200;168;6
797;798;2964;114;3
798;799;3648;114;3
799;800;3100;124;4
800;801;2704;104;4
801;802;952;34;1
802;803;3564;132;3
803;804;9240;280;7
804;805;3800;152;4
805;806;2480;80;2
806;807;4428;164;4
807;808;4420;170;5
808;809;6200;200;5
809;810;7560;280;7
810;811;1290;43;1
811;812;7749;287;7
812;813;6336;192;6
813;814;1008;36;1
814;815;6496;203;7
815;816;2040;60;2
816;817;8316;308;7
817;818;4464;144;4
818;819;2856;84;3
819;820;2349;87;3
820;821;5084;164;4
821;822;6160;220;5
822;823;7854;231;7
823;824;2754;81;3
824;825;3200;128;4
825;826;5772;222;6
826;827;2610;87;3
827;828;8568;252;7
828;829;702;26;1
829;830;6076;217;7
830;831;2976;93;3
831;832;4158;126;3
832;833;3200;128;4
833;834;5075;203;7
834;835;1280;40;1
835;836;1736;56;2
836;837;5481;189;7
837;838;3536;104;4
838;839;7482;258;6
839;840;5544;198;6
840;841;2976;96;3
841;842;9240;308;7
842;843;4488;132;4
843;844;3360;112;4
844;845;5250;175;7
845;846;1008;36;1
846;847;7098;273;7
847;848;1700;50;2
848;849;2340;78;2
849;850;3000;120;3
850;851;1998;74;2
851;852;1300;50;2
852;853;4160;160;5
853;854;8036;287;7
854;855;1450;50;2
855;856;6090;203;7
856;857;1680;60;2
857;858;9520;280;7
858;859;1250;50;2
859;860;2871;87;3
860;861;3125;125;5
861;862;9632;301;7
862;863;1682;58;2
863;864;4352;136;4
864;865;6510;210;5
865;866;1064;38;1
866;867;4320;160;4
867;868;3366;102;3
868;869;5096;196;7
869;870;900;36;1
870;871;4300;172;4
871;872;5945;205;5
872;873;2997;111;3
873;874;1976;76;2
874;875;6552;252;7
875;876;1120;40;1
876;877;6720;240;6
877;878;4500;150;6
878;879;4960;160;5
879;880;3536;136;4
880;881;1376;43;1
881;882;5580;180;6
882;883;4350;150;5
883;884;936;36;1
884;885;7938;294;7
885;886;5600;200;5
886;887;4625;185;5
887;888;2464;88;2
888;889;1972;68;2
889;890;1102;38;1
890;891;5160;172;4
891;892;5376;168;4
892;893;783;27;1
893;894;1189;41;1
894;895;5576;164;4
895;896;1904;68;2
896;897;4125;125;5
897;898;3696;132;3
898;899;1792;56;2
899;900;5632;176;4
900;901;1740;60;2
901;902;2400;96;3
902;903;1350;50;2
903;904;1984;62;2
904;905;812;29;1
905;906;3828;132;4
906;907;6468;231;7
907;908;3500;125;5
908;909;4368;168;6
909;910;2700;90;3
910;911;961;31;1
911;912;1161;43;1
912;913;5670;210;5
913;914;4480;160;5
914;915;6235;215;5
915;916;5590;215;5
916;917;1386;42;1
917;918;6237;189;7
918;919;7548;222;6
919;920;6960;240;6
920;921;7826;301;7
921;922;2790;90;3
922;923;5460;210;6
923;924;5304;156;6
924;925;2574;99;3
925;926;7168;224;7
926;927;4205;145;5
927;928;676;26;1
928;929;1190;35;1
929;930;6355;205;5
930;931;2262;87;3
931;932;4860;180;5
932;933;3999;129;3
933;934;2325;75;3
934;935;962;37;1
935;936;3720;120;3
936;937;4495;145;5
937;938;2100;84;3
938;939;960;30;1
939;940;2992;88;2
940;941;3960;120;4
941;942;2325;75;3
942;943;7296;228;6
943;944;5096;196;7
944;945;6264;216;6
945;946;870;29;1
946;947;1920;64;2
947;948;7938;294;7
948;949;3120;104;4
949;950;7826;301;7
950;951;3960;120;3
951;952;3936;123;3
952;953;7840;245;7
953;954;4480;140;5
954;955;6006;182;7
955;956;7098;273;7
956;957;3276;126;3
957;958;6600;220;5
958;959;4100;164;4
959;960;5775;175;7
960;961;4104;152;4
961;962;3780;135;5
962;963;5084;164;4
963;964;9520;280;7
964;965;1550;50;2
965;966;3840;120;3
966;967;3168;99;3
967;968;4428;164;4
968;969;2184;78;3
969;970;6804;252;7
970;971;4864;152;4
971;972;4992;156;6
972;973;1250;50;2
973;974;6048;224;7
974;975;5890;190;5
975;976;3366;99;3
976;977;3348;108;4
977;978;4250;170;5
978;979;806;26;1
979;980;6496;224;7
980;981;5600;175;5
981;982;7392;224;7
982;983;5040;180;6
983;984;2516;74;2
984;985;5800;200;5
985;986;1160;40;1
986;987;5292;189;7
987;988;3915;135;5
988;989;8184;264;6
989;990;6300;210;6
990;991;4608;144;4
991;992;2856;84;3
992;993;5916;174;6
993;994;7680;240;6
994;995;1904;56;2
995;996;810;27;1
996;997;3240;108;3
997;998;6804;252;6
998;999;5590;215;5
999;1000;2523;87;3
1000;1001;4810;185;5
1001;1002;3780;140;4
1002;1003;5100;150;5
1003;1004;7095;215;5
1004;1005;5544;198;6
1005;1006;3456;108;3
1006;1007;4500;180;5
1007;1008;1664;64;2
1008;1009;2400;80;2
1009;1010;1088;32;1
1010;1011;1218;42;1
1011;1012;3348;108;4
1012;1013;4160;160;4
1013;1014;8316;252;7
1014;1015;6936;204;6
1015;1016;4250;125;5
1016;1017;1333;43;1
1017;1018;2574;78;3
1018;1019;6804;252;6
1019;1020;7128;216;6
1020;1021;1736;62;2
1021;1022;6144;192;6
1022;1023;4472;172;4
1023;1024;7812;252;7
1024;1025;8118;246;6
1025;1026;2958;87;3
1026;1027;4752;144;4
1027;1028;7644;273;7
1028;1029;5775;175;5
1029;1030;5280;176;4
1030;1031;3120;120;3
1031;1032;1209;39;1
1032;1033;3045;105;3
1033;1034;3780;140;4
1034;1035;3240;120;3
1035;1036;9009;273;7
1036;1037;4375;175;7
1037;1038;754;29;1
1038;1039;6912;216;6
1039;1040;3600;144;4
1040;1041;6272;224;7
1041;1042;896;32;1
1042;1043;4050;150;5
1043;1044;4350;174;6
1044;1045;6804;252;6
1045;1046;5280;176;4
1046;1047;1798;62;2
1047;1048;6272;196;7
1048;1049;1456;56;2
1049;1050;4257;129;3
1050;1051;5945;205;5
1051;1052;2178;66;2
1052;1053;3400;136;4
1053;1054;870;29;1
1054;1055;3162;93;3
1055;1056;6318;234;6
1056;1057;4625;185;5
1057;1058;5616;216;6
1058;1059;800;32;1
1059;1060;3648;114;3
1060;1061;4480;160;5
1061;1062;1600;50;2
1062;1063;960;32;1
1063;1064;7482;258;6
1064;1065;5848;172;4
1065;1066;3400;136;4
1066;1067;5365;185;5
1067;1068;4500;150;6
1068;1069;6732;204;6
1069;1070;7140;210;7
1070;1071;2430;81;3
1071;1072;4200;168;4
1072;1073;2808;108;3
1073;1074;4050;150;6
1074;1075;1350;54;2
1075;1076;6664;196;7
1076;1077;2856;102;3
1077;1078;5544;168;4
1078;1079;4680;156;6
1079;1080;9471;287;7
1080;1081;1566;54;2
1081;1082;7310;215;5
1082;1083;6727;217;7
1083;1084;1073;37;1
1084;1085;5040;180;5
1085;1086;4930;170;5
1086;1087;4560;152;4
1087;1088;8330;245;7
1088;1089;3360;120;3
1089;1090;5096;196;7
1090;1091;6612;228;6
1091;1092;4698;162;6
1092;1093;2784;87;3
1093;1094;2604;93;3
1094;1095;1450;58;2
1095;1096;1147;37;1
1096;1097;6048;189;7
1097;1098;2592;81;3
1098;1099;1856;58;2
1099;1100;6240;240;6
1100;1101;4864;152;4
1101;1102;2418;93;3
1102;1103;3968;124;4
1103;1104;5880;196;7
1104;1105;6293;203;7
1105;1106;3654;126;3
1106;1107;1144;44;1
1107;1108;5632;176;4
1108;1109;3267;99;3
1109;1110;3564;108;3
1110;1111;5184;192;6
1111;1112;6960;240;6
1112;1113;783;29;1
1113;1114;6510;217;7
1114;1115;6006;231;7
1115;1116;8428;301;7
1116;1117;2592;81;3
1117;1118;884;34;1
1118;1119;5740;205;5
1119;1120;5148;198;6
1120;1121;5500;220;5
1121;1122;3875;155;5
1122;1123;3100;124;4
1123;1124;3720;120;3
1124;1125;3400;100;4
1125;1126;2175;87;3
1126;1127;2204;76;2
1127;1128;864;32;1
1128;1129;3375;125;5
1129;1130;3024;108;3
1130;1131;2784;96;3
1131;1132;1075;43;1
1132;1133;2520;84;2
1133;1134;2106;81;3
1134;1135;918;27;1
1135;1136;2262;87;3
1136;1137;6120;180;5
1137;1138;6825;273;7
1138;1139;1240;40;1
1139;1140;5330;205;5
1140;1141;4128;129;3
1141;1142;6993;259;7
1142;1143;2040;68;2
1143;1144;5805;215;5
1144;1145;4320;160;5
1145;1146;1089;33;1
1146;1147;2850;114;3
1147;1148;5250;175;7
1148;1149;4320;135;5
1149;1150;7140;210;7
1150;1151;5712;204;6
1151;1152;4000;160;5
1152;1153;1023;33;1
1153;1154;6882;222;6
1154;1155;4160;160;5
1155;1156;750;25;1
1156;1157;5115;155;5
1157;1158;2244;68;2
1158;1159;5580;180;6
1159;1160;4495;155;5
1160;1161;5590;215;5
1161;1162;1066;41;1
1162;1163;3600;144;4
1163;1164;4375;175;7
1164;1165;1860;60;2
1165;1166;2523;87;3
1166;1167;754;26;1
1167;1168;4760;170;5
1168;1169;1110;37;1
1169;1170;4160;130;5
1170;1171;7752;228;6
1171;1172;2964;114;3
1172;1173;5365;185;5
1173;1174;1386;42;1
1174;1175;1170;39;1
1175;1176;5850;195;5
1176;1177;5440;170;5
1177;1178;3750;150;5
1178;1179;5250;175;7
1179;1180;1890;70;2
1180;1181;3750;150;6
1181;1182;2880;90;3
1182;1183;5766;186;6
1183;1184;6237;189;7
1184;1185;6380;220;5
1185;1186;924;28;1
1186;1187;7740;258;6
1187;1188;800;32;1
1188;1189;832;26;1
1189;1190;3861;117;3
1190;1191;3808;136;4
1191;1192;5032;148;4
1192;1193;4185;135;5
1193;1194;2550;75;3
1194;1195;7644;294;7
1195;1196;5208;168;6
1196;1197;3915;145;5
1197;1198;3770;130;5
1198;1199;5880;196;7
1199;1200;4368;156;6
1200;1201;4160;160;5
1201;1202;2625;105;3
1202;1203;910;35;1
1203;1204;8897;287;7
1204;1205;6264;216;6
1205;1206;1984;64;2
1206;1207;725;25;1
1207;1208;6720;210;5
1208;1209;4750;190;5
1209;1210;3360;112;4
1210;1211;7548;222;6
1211;1212;3420;114;3
1212;1213;2268;84;3
1213;1214;4650;150;5
1214;1215;4128;129;3
1215;1216;924;33;1
1216;1217;1000;40;1
1217;1218;5742;174;6
1218;1219;6820;220;5
1219;1220;4290;130;5
1220;1221;6727;217;7
1221;1222;5481;189;7
1222;1223;3069;99;3
1223;1224;924;28;1
1224;1225;5580;180;6
1225;1226;5568;174;6
1226;1227;5984;176;4
1227;1228;5928;228;6
1228;1229;3600;120;3
1229;1230;3300;132;4
1230;1231;7068;228;6
1231;1232;2496;78;3
1232;1233;6300;252;7
1233;1234;2604;84;3
1234;1235;8568;252;6
1235;1236;4455;135;5
